Student_ID,Attendance,Current_GPA,Previous_GPA,Assignment_Rate,Backlogs,Occupancy_Rate,Electricity_Usage,Internet_Usage,Maintenance_Complaints,Temperature,Humidity,Rainfall,Water_Level,Air_Quality_Index,Risk_Score,Risk_Level,Risk_Factors,Recommended_Action
ST1336,89,6.26,6.69,69,3,49,1309.2,57,12,21.2,49,34.1,38,166,44.5,Medium,Backlogs,Monitor performance and attendance
ST1337,62,6.78,5.43,43,0,86,1281.1,70,2,29.4,86,70.3,14,81,40.9,Medium,Low attendance; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1338,70,5.81,6.24,55,0,99,514.9,95,10,30.3,75,70.4,86,118,49.7,Medium,Low attendance; Low assignment completion; Heavy rainfall; High water level,Monitor performance and attendance
ST1339,69,8.49,5.36,51,2,90,1034.5,54,14,40.4,37,53.5,10,112,33.3,Low,Low attendance; Low assignment completion; Backlogs,Continue regular monitoring
ST1340,81,7.02,4.44,77,4,75,910.4,87,8,34.1,39,100.3,96,206,66.9,Medium,Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1341,74,5.39,7.62,80,1,73,530.6,70,14,26.9,96,31.8,12,84,42.2,Medium,Low attendance; Declining GPA,Monitor performance and attendance
ST1342,46,9.4,8.01,32,2,48,1478.6,35,11,31.6,40,53.8,76,87,42.1,Medium,Low attendance; Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1343,99,6.3,7.72,71,3,81,636.2,67,8,21.5,41,64.5,80,47,45.5,Medium,Declining GPA; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1344,55,7.26,6.78,48,3,67,474,35,1,41.4,39,79.6,44,37,59,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1345,65,9.44,6.28,57,5,50,1054.3,74,7,27.9,54,94.1,24,45,52.1,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1346,87,7.75,9.18,74,0,53,1212.8,43,9,30.5,78,47.4,76,123,17.5,Low,Declining GPA; High water level,Continue regular monitoring
ST1347,96,4.7,7.11,100,3,78,435.7,95,10,27.8,78,77.5,39,166,50.6,Medium,Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1348,91,9.64,6.88,92,2,94,1124.6,69,11,35,40,18.1,91,74,16.5,Low,Backlogs; High water level,Continue regular monitoring
ST1349,99,7.77,4.15,48,3,86,985.5,32,4,34.6,91,111.9,84,138,52.2,Medium,Low assignment completion; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1350,88,6.01,6.05,76,2,93,513.6,53,3,35.7,65,46,52,143,39.2,Low,Backlogs,Continue regular monitoring
ST1351,41,4.84,6.28,43,1,58,589.8,48,9,25.9,68,87.5,69,204,73.4,High,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1352,40,8.76,6.39,67,5,93,1024.8,47,4,26.9,82,2.4,49,153,56.7,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1353,87,7.72,7.48,82,0,54,726,93,3,22.8,85,24.6,74,148,15,Low,No major risk factors,Continue regular monitoring
ST1354,51,7.2,7.2,90,3,67,1432.1,64,15,34.4,30,58.4,38,27,47,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1355,44,9.36,7.65,65,2,63,1300.6,91,7,20.9,85,105.4,83,244,49.1,Medium,Low attendance; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1356,76,8.73,8.59,69,4,47,1481.9,30,3,33.1,33,63.3,28,70,37.6,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1357,71,4.91,8.88,59,0,82,685.6,54,12,39.1,59,111.6,12,104,57.3,Medium,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1358,98,5.87,8.31,38,1,100,1466.7,74,9,39.6,41,58.1,45,235,39,Low,Declining GPA; Low assignment completion,Continue regular monitoring
ST1359,94,5.49,9.73,93,2,48,874.4,78,11,29.9,64,58.9,52,44,37,Low,Declining GPA; Backlogs,Continue regular monitoring
ST1360,48,8.46,4.11,62,5,86,782.3,45,12,30.1,81,14.4,24,194,57,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1361,80,4.2,5.17,81,5,72,455.4,48,13,21.7,60,96.3,50,202,81,High,Declining GPA; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1362,74,7.42,4.05,43,1,72,458,52,15,34.8,97,29.6,99,211,48.4,Medium,Low attendance; Low assignment completion; High water level,Monitor performance and attendance
ST1363,58,8.57,7.88,82,1,58,1161.2,54,5,38.1,81,108,89,102,43.2,Medium,Low attendance; Heavy rainfall; High water level,Monitor performance and attendance
ST1364,87,9.26,9.39,88,5,42,903.7,45,1,25.4,36,109.3,45,112,41.6,Medium,Backlogs; Heavy rainfall,Monitor performance and attendance
ST1365,55,6.05,5.46,70,3,49,649.2,83,4,29.3,51,113.2,93,136,81.1,High,Low attendance; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1366,42,8.93,9.56,97,3,79,1075.4,30,5,38.5,85,62.4,86,157,43.5,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1367,59,4.66,4.36,97,2,86,678.1,71,4,39.3,87,81.3,42,75,60.3,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1368,63,9.08,9.61,37,4,81,1035.4,48,11,25.3,93,93.4,14,31,53.9,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1369,93,4.76,6.11,31,2,40,795.1,63,1,32.1,41,15.7,87,180,64.6,Medium,Declining GPA; Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1370,95,6.38,4.61,70,4,68,1305.9,84,13,24.2,36,72.1,100,139,63.5,Medium,Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1371,72,8.78,6.92,84,1,89,1302.8,47,6,22.2,84,4.1,96,90,28.2,Low,Low attendance; High water level,Continue regular monitoring
ST1372,63,4.9,5.54,45,0,73,925.1,63,3,40,91,59.7,23,36,51.9,Medium,Low attendance; Declining GPA; Low assignment completion,Monitor performance and attendance
ST1373,91,5.38,5.71,91,2,90,785.9,74,7,38.1,84,18.6,77,208,42.5,Medium,Backlogs; High water level,Monitor performance and attendance
ST1374,50,8.33,5.84,77,2,52,798.8,35,6,36.7,65,22,92,141,45.7,Medium,Low attendance; Backlogs; High water level,Monitor performance and attendance
ST1375,88,8.32,8.82,59,4,93,1286.3,50,6,21.1,53,43.8,56,143,37.6,Low,Low assignment completion; Backlogs,Continue regular monitoring
ST1376,47,7.85,7.23,41,1,40,761,99,8,38.6,73,51.9,63,29,42.6,Medium,Low attendance; Low assignment completion,Monitor performance and attendance
ST1377,75,8.16,5.87,64,1,73,630,77,0,29.6,46,74.8,13,50,27.9,Low,Heavy rainfall,Continue regular monitoring
ST1378,77,7.26,7.66,40,4,68,493.2,68,9,27.5,31,8.9,92,79,64.1,Medium,Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1379,79,5.51,8.3,93,1,87,913.4,60,5,32,42,60.4,18,89,36.5,Low,Declining GPA; Heavy rainfall,Continue regular monitoring
ST1380,59,6.07,5.64,79,5,86,930.3,39,5,22,60,21.9,62,36,67.1,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1381,74,5.09,6.48,50,3,52,1325,59,5,36.6,57,68.9,86,69,72.6,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1382,87,9.45,4.73,98,5,87,643.4,47,12,32.8,89,76.5,87,56,38.1,Low,Backlogs; Heavy rainfall; High water level,Continue regular monitoring
ST1383,64,7.5,5.09,77,0,88,819.1,89,11,24.1,56,66.8,69,229,26.2,Low,Low attendance; Heavy rainfall,Continue regular monitoring
ST1384,74,6.41,8.09,49,2,92,1289.2,44,5,24.1,44,88.6,55,209,54,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1385,64,6.77,5.09,96,0,100,1306,33,11,24.1,62,40.3,63,237,25.9,Low,Low attendance,Continue regular monitoring
ST1386,68,9.68,7.15,73,2,68,823.1,92,9,21.3,49,91.8,83,137,32.8,Low,Low attendance; Backlogs; Heavy rainfall; High water level,Continue regular monitoring
ST1387,57,4.92,8.25,62,3,78,905,69,6,32.9,71,51.9,46,227,68.3,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1388,85,7.52,4.64,90,1,63,733.6,38,13,38.5,41,58.1,32,219,19.7,Low,No major risk factors,Continue regular monitoring
ST1389,57,7.04,7.4,38,5,65,1425.8,38,9,20.4,52,77.8,36,235,73.8,High,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1390,41,7.67,5.54,97,4,56,530.5,55,5,21.1,43,2.2,79,224,55.8,Medium,Low attendance; Backlogs; High water level,Monitor performance and attendance
ST1391,93,4.11,9.78,64,5,46,1427.1,33,0,32.6,54,78.5,99,176,89.7,High,Declining GPA; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1392,74,9.23,6.9,94,3,52,1152.3,45,2,38,60,74.2,75,179,27.6,Low,Low attendance; Backlogs; Heavy rainfall,Continue regular monitoring
ST1393,55,9.59,8.84,37,0,44,984.7,44,1,27.2,83,37.2,70,235,21.4,Low,Low attendance; Low assignment completion,Continue regular monitoring
ST1394,100,7.39,7.3,74,4,65,435.9,81,5,27.7,34,10.3,86,99,44,Medium,Backlogs; High water level,Monitor performance and attendance
ST1395,80,8.18,4.26,76,1,88,923.2,98,7,33.1,42,10.9,60,30,19.8,Low,No major risk factors,Continue regular monitoring
ST1396,75,9.53,7.8,69,3,42,848.5,34,2,26,57,110.8,59,243,36.6,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1397,72,8.24,9.71,83,4,46,577.3,49,9,20.6,72,82.7,28,153,44,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1398,43,4.92,7.61,75,3,97,1122.1,47,7,36.2,76,15.3,10,142,70.6,High,Low attendance; Declining GPA; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1399,72,7.46,8.92,76,3,88,1468.3,31,7,33.8,100,42.8,49,54,40.3,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1400,53,7.64,9.31,44,1,78,1018.4,42,4,32.8,67,71.1,41,52,43.8,Medium,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1401,60,6.54,5.37,48,2,92,1186.2,33,7,36.3,96,100.3,31,37,61.2,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1402,87,8.42,5.27,55,4,40,475.3,71,5,34.9,91,5.2,75,184,40.4,Medium,Low assignment completion; Backlogs,Monitor performance and attendance
ST1403,59,9.61,7.67,81,1,88,859.4,90,4,24.5,68,28.4,49,32,15.8,Low,Low attendance,Continue regular monitoring
ST1404,95,9.55,6.47,51,3,56,528,37,8,27.8,66,106.8,47,221,32.1,Low,Low assignment completion; Backlogs; Heavy rainfall,Continue regular monitoring
ST1405,47,6.71,9.04,50,1,82,1074.1,96,13,22.8,37,1.1,57,248,49.2,Medium,Low attendance; Declining GPA; Low assignment completion,Monitor performance and attendance
ST1406,46,4.68,9.4,80,2,64,1432.3,92,6,22.9,81,24.2,64,109,64.1,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1407,42,9.91,6.12,67,5,98,1128,38,7,34.9,62,115.1,84,129,66,Medium,Low attendance; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1408,56,9.03,5.42,49,4,100,484.5,40,0,38.9,71,73.6,90,228,58.8,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1409,72,4.75,8.68,58,2,42,790.1,71,10,41.2,56,31.4,64,211,58.8,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1410,87,9.53,5.65,80,0,54,1005.7,42,1,33.8,37,8,60,20,0,Low,No major risk factors,Continue regular monitoring
ST1411,51,9.22,8.94,33,4,68,843.5,65,7,24.1,52,3.4,69,82,50.7,Medium,Low attendance; Low assignment completion; Backlogs,Monitor performance and attendance
ST1412,98,7.11,6.54,84,2,92,1317,42,11,22.3,93,29.4,17,236,25.3,Low,Backlogs,Continue regular monitoring
ST1413,90,7.55,8.01,100,3,82,1296.1,41,8,37.9,49,105.8,95,53,49.1,Medium,Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1414,61,6.39,4.57,57,4,71,1073,66,3,32.7,45,49.9,77,122,66,Medium,Low attendance; Low assignment completion; Backlogs; High water level,Monitor performance and attendance
ST1415,94,4.33,7.74,33,4,65,810.8,81,15,33.6,46,86.4,84,29,83.7,High,Declining GPA; Low assignment completion; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1416,61,6.01,6.71,51,1,99,680.9,100,11,37.2,48,110.2,81,147,65.3,Medium,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall; High water level,Monitor performance and attendance
ST1417,85,8.82,7.52,74,3,55,516.5,31,15,35.5,37,49,18,231,25.6,Low,Backlogs,Continue regular monitoring
ST1418,69,4.03,5.01,96,0,64,790.4,85,9,38.4,67,23,99,26,57.8,Medium,Low attendance; Declining GPA; High water level,Monitor performance and attendance
ST1419,77,6,8.42,95,5,93,854.5,89,10,21.2,67,62.1,11,75,57.7,Medium,Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1420,77,6.39,9.18,63,2,67,1143.4,52,9,36.4,82,109,89,99,63.1,Medium,Declining GPA; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1421,84,7.22,5.3,84,1,48,1124,69,13,38.7,60,96.5,79,184,36,Low,Heavy rainfall; High water level,Continue regular monitoring
ST1422,90,9.52,4.57,30,2,95,477.1,93,8,26.3,73,7.9,94,176,33.2,Low,Low assignment completion; Backlogs; High water level,Continue regular monitoring
ST1423,93,6.08,4.14,67,0,95,834.8,52,3,34.1,89,83.1,99,31,45.1,Medium,Heavy rainfall; High water level,Monitor performance and attendance
ST1424,47,6.08,7.85,35,0,40,600,58,9,26.9,46,68.6,68,164,53.2,Medium,Low attendance; Declining GPA; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1425,66,8.43,7.64,54,4,68,572.5,80,15,41.1,68,108.9,28,67,57.3,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1426,66,6.71,7.28,46,0,96,1310,98,9,20.7,71,14.7,37,231,36.9,Low,Low attendance; Declining GPA; Low assignment completion,Continue regular monitoring
ST1427,73,5.35,5.39,90,2,61,446.1,60,9,32.8,77,64.1,81,45,52.5,Medium,Low attendance; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1428,60,6.71,6.35,41,3,55,861.1,79,8,23.7,41,105.5,23,131,68.7,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1429,69,4.85,7.57,35,3,80,585,49,10,35.7,47,49.2,33,230,70.4,High,Low attendance; Declining GPA; Low assignment completion; Backlogs,Faculty intervention; Academic counselling; Campus monitoring
ST1430,72,5.06,6.98,56,4,90,1367.3,84,6,23.9,35,57.8,53,141,69,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1431,67,6.99,9.93,37,5,83,1012.7,31,1,25.2,72,8.5,65,31,66.6,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1432,86,6.51,4.82,94,2,90,654.5,54,8,30.9,64,33.4,99,168,45.2,Medium,Backlogs; High water level,Monitor performance and attendance
ST1433,72,9.49,8.17,86,2,93,952.7,42,3,40.1,83,38.9,60,61,16.7,Low,Low attendance; Backlogs,Continue regular monitoring
ST1434,44,6.17,6.43,69,0,80,1204.6,99,7,24.7,91,113.4,41,80,56.1,Medium,Low attendance; Heavy rainfall,Monitor performance and attendance
ST1435,99,7.48,6.57,43,2,46,1453.9,96,13,23.2,98,33.9,59,77,31.4,Low,Low assignment completion; Backlogs,Continue regular monitoring
ST1436,100,7.79,8.31,64,1,53,642.5,87,6,36.7,45,55.3,50,201,17.9,Low,Declining GPA,Continue regular monitoring
ST1437,87,4.08,8.15,77,5,68,1374.8,93,12,31,37,80.6,75,53,78.9,High,Declining GPA; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1438,58,7.98,9.95,85,0,58,1427.7,98,14,40.1,60,19.5,34,26,21.5,Low,Low attendance; Declining GPA,Continue regular monitoring
ST1439,43,5.07,4.77,78,1,58,1408.1,88,15,23.2,39,58.4,70,128,56.7,Medium,Low attendance,Monitor performance and attendance
ST1440,74,9.77,4.62,42,4,41,1099,89,6,34.2,85,88.6,75,54,44.6,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1441,88,4.89,8.35,90,3,80,1092.8,91,7,25.1,99,104,51,34,60.4,Medium,Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1442,56,6.49,7.47,78,4,84,843.5,45,0,23.4,49,75.2,74,212,64.5,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1443,83,4.51,5.64,75,3,54,1227.6,97,4,35,34,80.3,45,237,63.2,Medium,Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1444,67,9.98,4.48,91,4,42,984.4,44,1,33.1,52,15.2,85,246,32.6,Low,Low attendance; Backlogs; High water level,Continue regular monitoring
ST1445,69,7.01,4.51,37,2,50,1145.2,84,1,36.6,38,113.5,18,44,59.7,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1446,68,7.57,9.37,72,1,92,871.3,64,14,26.8,87,15.9,45,78,29.8,Low,Low attendance; Declining GPA,Continue regular monitoring
ST1447,85,4.4,5.15,49,3,85,1204.6,84,0,29.9,88,93,47,98,72,High,Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1448,92,8.5,5.94,68,0,69,1306.9,43,4,28.9,83,31.8,42,105,8.6,Low,No major risk factors,Continue regular monitoring
ST1449,45,5.26,5.36,78,1,96,561.1,78,1,41.6,75,112,51,153,66.3,Medium,Low attendance; Heavy rainfall,Monitor performance and attendance
ST1450,74,9.39,6.13,93,0,79,1316.2,36,3,26.4,51,86.4,70,199,9,Low,Low attendance; Heavy rainfall,Continue regular monitoring
ST1451,99,5.23,4.42,91,1,57,994.3,59,2,26.5,93,90.5,55,226,38.4,Low,Heavy rainfall,Continue regular monitoring
ST1452,80,5.14,7.11,83,1,90,1329.1,78,2,27.8,37,26.3,95,107,52.4,Medium,Declining GPA; High water level,Monitor performance and attendance
ST1453,76,4.22,4.41,38,4,87,874.4,45,1,32.4,49,53.2,98,168,90.5,High,Low assignment completion; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1454,63,6.83,8.8,66,3,41,816.9,80,12,25.6,80,74.1,70,90,53.9,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1455,68,7.39,5.4,78,3,71,1406.6,71,5,40.1,68,92.4,27,140,49.2,Medium,Low attendance; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1456,88,4.39,7.24,70,1,47,676.3,46,1,25.8,66,12.5,79,112,50.8,Medium,Declining GPA; High water level,Monitor performance and attendance
ST1457,85,8.65,9.28,46,2,61,1328.6,92,13,39.7,79,115.5,91,115,49.2,Medium,Declining GPA; Low assignment completion; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1458,92,6.72,7.91,50,2,45,932.4,74,13,22.3,63,106.8,89,51,57.4,Medium,Declining GPA; Low assignment completion; Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1459,70,7.15,7.2,80,0,51,965.5,36,7,34.4,62,32.4,24,72,24.4,Low,Low attendance,Continue regular monitoring
ST1460,74,6.64,5.95,88,0,86,739.3,56,7,40,60,98.7,57,78,33.7,Low,Low attendance; Heavy rainfall,Continue regular monitoring
ST1461,99,6.4,6,68,4,96,1030.3,39,12,23.7,83,62.2,81,88,51.4,Medium,Backlogs; Heavy rainfall; High water level,Monitor performance and attendance
ST1462,72,7.36,8.02,84,1,79,757.7,63,13,41.3,73,55.4,22,209,27.2,Low,Low attendance; Declining GPA,Continue regular monitoring
ST1463,91,4.93,9.96,70,0,75,443.2,65,11,30,63,37.7,52,151,35.5,Low,Declining GPA,Continue regular monitoring
ST1464,100,5.09,7.97,68,0,54,699.2,54,4,40.8,100,69.7,69,105,33.5,Low,Declining GPA; Heavy rainfall,Continue regular monitoring
ST1465,60,9.17,7.35,42,5,67,407,35,9,34.9,91,87.6,66,37,57.9,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1466,71,9.68,8.38,93,1,91,1476.2,53,6,26.6,52,49.3,80,246,12.5,Low,Low attendance; High water level,Continue regular monitoring
ST1467,62,6.24,6.79,40,4,96,1462.3,47,3,24.1,75,75.5,26,100,71,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1468,72,5.62,4.36,48,0,88,834.7,35,0,26.7,85,83.9,59,133,47.8,Medium,Low attendance; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1469,42,7.86,7.37,40,4,84,1201.2,58,10,22,36,85.3,41,203,68.5,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1470,57,6.45,9.75,75,3,57,780.4,54,1,23.2,90,6.2,31,43,53.8,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1471,64,4.15,5.05,74,4,41,1138.2,84,9,22.3,32,103.2,64,85,84.5,High,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1472,81,4.94,8.14,30,2,52,1286,75,9,29.3,67,55,66,160,60.3,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1473,70,8.3,5.21,69,2,84,1441.4,53,3,37.5,63,31.5,22,81,30.3,Low,Low attendance; Backlogs,Continue regular monitoring
ST1474,93,7.95,7.21,48,4,93,840.2,55,0,23.1,73,29,56,73,41,Medium,Low assignment completion; Backlogs,Monitor performance and attendance
ST1475,97,4.16,4.58,90,2,54,1261.6,57,14,22.9,59,58,96,162,58.3,Medium,Backlogs; High water level,Monitor performance and attendance
ST1476,42,5.33,6.7,41,3,59,692.5,32,12,34.2,46,106.4,71,216,86.5,High,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Faculty intervention; Academic counselling; Campus monitoring
ST1477,79,5.39,8.54,90,1,68,1489.4,67,7,24.3,88,45.4,63,150,38,Low,Declining GPA,Continue regular monitoring
ST1478,85,8.03,6.09,62,2,98,428.3,90,8,22.1,39,90,38,56,35,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1479,63,4.12,7.99,74,2,81,1063.9,80,3,23.7,47,11.6,31,56,63.3,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1480,89,4.62,8.77,98,4,68,1125.5,77,9,40.3,74,57.1,74,248,58.2,Medium,Declining GPA; Backlogs,Monitor performance and attendance
ST1481,71,8.8,9.56,37,3,42,1156.9,50,2,38.1,88,119,38,150,52.7,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1482,86,5.07,5.41,54,1,58,532.4,83,1,27.8,91,92.5,57,210,53.3,Medium,Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1483,61,7.92,6.4,75,4,42,1432.4,85,4,34.4,88,25.3,14,54,47.2,Medium,Low attendance; Backlogs,Monitor performance and attendance
ST1484,62,5.43,4.91,59,4,93,599.3,88,13,31.8,78,60.2,44,199,69.3,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1485,41,4.6,9.95,76,5,53,1085,80,2,34.9,92,28,83,234,91.5,High,Low attendance; Declining GPA; Backlogs; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1486,66,5.46,9.56,78,3,79,644.9,49,9,35,61,49.1,92,143,67.1,Medium,Low attendance; Declining GPA; Backlogs; High water level,Monitor performance and attendance
ST1487,81,8.33,7.24,76,1,98,737.9,88,6,33.8,39,93.6,80,175,30.4,Low,Heavy rainfall; High water level,Continue regular monitoring
ST1488,41,9.13,9.05,47,3,94,1001.1,100,10,25.9,40,92.5,55,241,53.3,Medium,Low attendance; Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1489,65,8.98,7.13,95,1,43,858.9,38,5,20.9,99,27.4,44,37,15.1,Low,Low attendance,Continue regular monitoring
ST1490,56,6.38,7.74,97,3,98,576.2,30,15,30,91,110.7,54,141,61.2,Medium,Low attendance; Declining GPA; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1491,79,8.01,4.53,62,4,99,588,58,0,39.6,76,71.1,22,183,45.2,Medium,Backlogs; Heavy rainfall,Monitor performance and attendance
ST1492,72,5.23,8.53,65,4,91,860,92,11,32.5,63,45.6,19,180,65.6,Medium,Low attendance; Declining GPA; Backlogs,Monitor performance and attendance
ST1493,48,5.76,4.77,48,0,50,1233,85,7,38.3,46,60.2,75,211,52.7,Medium,Low attendance; Low assignment completion; Heavy rainfall,Monitor performance and attendance
ST1494,82,9.38,8.96,57,2,97,1387.8,97,1,41.8,83,72.6,79,173,27.2,Low,Low assignment completion; Backlogs; Heavy rainfall; High water level,Continue regular monitoring
ST1495,93,4.08,8.69,69,5,70,492.5,64,4,23.6,69,67.2,81,67,78.1,High,Declining GPA; Backlogs; Heavy rainfall; High water level,Faculty intervention; Academic counselling; Campus monitoring
ST1496,87,4.51,8.25,44,3,82,832.4,32,8,35.2,48,58.4,34,187,64.1,Medium,Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
ST1497,78,5.25,4.22,70,5,71,510.3,36,7,34.8,96,60.6,53,36,68.3,Medium,Backlogs; Heavy rainfall,Monitor performance and attendance
ST1498,68,4.16,5.82,68,0,66,418.3,56,1,41.6,82,21.2,69,187,50.4,Medium,Low attendance; Declining GPA,Monitor performance and attendance
ST1499,81,5.09,5.58,31,2,69,1127.9,30,8,41.7,93,97.5,56,154,67.4,Medium,Low assignment completion; Backlogs; Heavy rainfall,Monitor performance and attendance
ST1500,94,7.5,6.16,92,3,82,1062.7,100,15,35.1,76,65,49,76,29.2,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1501,65,6.53,4.53,58,1,41,579.3,73,4,25.4,35,15.7,16,27,41.9,Medium,Low attendance; Low assignment completion,Monitor performance and attendance
ST1502,74,9.36,9.62,95,2,88,657.2,70,9,37.6,45,91.9,55,147,22.1,Low,Low attendance; Backlogs; Heavy rainfall,Continue regular monitoring
ST1503,89,8.9,7.32,80,4,48,426.1,71,13,22.4,47,111.9,32,136,39.9,Low,Backlogs; Heavy rainfall,Continue regular monitoring
ST1504,64,6.05,5.83,39,0,67,1318.4,62,5,37.2,81,113.7,92,75,66.3,Medium,Low attendance; Low assignment completion; Heavy rainfall; High water level,Monitor performance and attendance
ST1505,63,5.56,6.38,43,2,70,1472.2,79,12,40,77,44.3,55,145,59.4,Medium,Low attendance; Declining GPA; Low assignment completion; Backlogs,Monitor performance and attendance
